"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@JetBlue when will tickets for june 30th be released?",FALSE,0,"JetBlue",2016-10-04 20:23:08,FALSE,NA,"783402093398949888","6449282","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sar20181",0,FALSE,FALSE,NA,NA
"@JetBlue I am interviewing the family shortly. I will let them know. Thank you.",FALSE,0,"JetBlue",2016-10-04 20:23:07,FALSE,"783401611548848128","783402089586253828","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","patriciadelrio",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:22:55,FALSE,NA,"783402038369456128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SrbachSharon",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:22:36,FALSE,NA,"783401959361359872",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","nlenfest",124,TRUE,FALSE,NA,NA
"@JetBlue thx",FALSE,0,"JetBlue",2016-10-04 20:22:04,FALSE,"783399254836535296","783401826242662400","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ValricomomKaren",0,FALSE,FALSE,NA,NA
"@BetteMidler @JetBlue @NYRP While tax-slug DJT  hasn't even covered cost of the fire, police &amp; teachers with his tax $, let alone donations",FALSE,0,"BetteMidler",2016-10-04 20:21:13,FALSE,"783391870101688320","783401612400295936","139823781","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DeirdreFlanagan",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:20:51,FALSE,NA,"783401518087016448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","So_wat_who_kez",124,TRUE,FALSE,NA,NA
"@JetBlue you have a great employee in Wilson FD at JFK gate 9 Took care of a third party booking site mistake #bookdirect #alwaysjetblue",FALSE,1,"JetBlue",2016-10-04 20:20:36,FALSE,NA,"783401455168487424","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DavidTabb4",1,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:20:02,FALSE,NA,"783401311119118336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","txschaefers",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:19:36,FALSE,NA,"783401201903677441",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","PTeach111",124,TRUE,FALSE,NA,NA
"#TRAVEL: @JetBlue'<U+0080><U+0099>s morning operations out of Kingston had been cancelled, however, the airline says its flights are now back to normal.",FALSE,0,NA,2016-10-04 20:18:57,FALSE,NA,"783401039919734784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","caribbeannewsuk",1,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:18:52,FALSE,NA,"783401020932186112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dsheehy100",124,TRUE,FALSE,NA,NA
"Feel like home with us, rest and relax at @quitoairportc 2nd floor @HabitatIIIQuito @Habitat3UN @LATAM_ECU @Tame_EP… https://t.co/5pEU3Nkm2l",FALSE,1,NA,2016-10-04 20:18:00,TRUE,NA,"783400799070253056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","layoverquito",0,FALSE,FALSE,NA,NA
"Hi @JetBlue - I'm supposed to fly JFK --&gt; PWM Sunday afternoon. What's the best way to keep tabs on #HurricaneMatthew delays/cancellations?",FALSE,0,NA,2016-10-04 20:16:33,FALSE,NA,"783400437928058880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NYRecessionista",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:16:32,FALSE,NA,"783400432655671296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","toolatetoboogie",124,TRUE,FALSE,NA,NA
"@JetBlue Can you help a CT family thank the people who saved their mother onboard A Bradley to Tampa flight yesterday?",FALSE,0,"JetBlue",2016-10-04 20:16:03,FALSE,NA,"783400309070659585","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","patriciadelrio",0,FALSE,FALSE,NA,NA
"RT @JetBlue: Ready for their close-up. @BrooklynNets dance team <ed><U+00A0><U+00BD><ed><U+00B2><U+0083> landing in #Barbados for one hot photo shoot. https://t.co/Z28Puy1a9d",FALSE,0,NA,2016-10-04 20:15:37,FALSE,NA,"783400201344221184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MiLLkeSmooV",6,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:15:32,FALSE,NA,"783400179277914113",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","sck915",124,TRUE,FALSE,NA,NA
"RT @JetBlue: Ready for their close-up. @BrooklynNets dance team ? landing in #Barbados for one hot photo shoot. https://t.co/mDtII44V3t",FALSE,0,NA,2016-10-04 20:15:20,FALSE,NA,"783400128564621312",NA,"<a href=""http://www.programmation.ch/apiaccess/"" rel=""nofollow"">apiaccess</a>","Tweet_Airports",0,FALSE,FALSE,NA,NA
"@JetBlue Have you issued a travel alert for the hurricane? I need to see if it applies to my flight this weekend.",FALSE,0,"JetBlue",2016-10-04 20:15:18,FALSE,NA,"783400121643986944","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HAbbott4",0,FALSE,FALSE,NA,NA
"@JetBlue I am a reporter trying to find the Dr. &amp; 2 nurses who saved a woman's life on yesterday's flight 533.",FALSE,0,"JetBlue",2016-10-04 20:14:49,FALSE,NA,"783399999585542144","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","patriciadelrio",0,FALSE,FALSE,NA,NA
"@BetteMidler @JetBlue @NYRP only airline I use love them",FALSE,0,"BetteMidler",2016-10-04 20:13:43,FALSE,"783391870101688320","783399723575156736","139823781","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","clayer07885",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:10:54,FALSE,NA,"783399012497883136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","msrachaelramsey",124,TRUE,FALSE,NA,NA
"@BetteMidler @JetBlue @NYRP ~I have always loved Jetblue. Eh! Such vision is truly inspiring for a company.Thank you John and Jet!",FALSE,0,"BetteMidler",2016-10-04 20:10:40,FALSE,"783391870101688320","783398955115802624","139823781","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","suiterec",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:10:27,FALSE,NA,"783398899247620097",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mullikinsallie",124,TRUE,FALSE,NA,NA
"@BetteMidler @JetBlue @NYRP MOST companies have a big heart for charities good for them,And you girl are so dedicated to @NYRP well done B X",FALSE,0,"BetteMidler",2016-10-04 20:08:58,FALSE,"783391870101688320","783398526600507392","139823781","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KellyHilroz",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:08:33,FALSE,NA,"783398423336722433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","buzzard74",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:07:58,FALSE,NA,"783398276548755456",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","suiterec",124,TRUE,FALSE,NA,NA
"@JetBlue that's great to hear thank you!",FALSE,0,"JetBlue",2016-10-04 20:07:42,FALSE,"783397132959178752","783398208269582337","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AiKirei",0,FALSE,FALSE,NA,NA
"@JetBlue how soon might Friday flights north from Tampa for Newark be cancelled?",FALSE,0,"JetBlue",2016-10-04 20:07:28,FALSE,NA,"783398148664418304","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ValricomomKaren",0,FALSE,FALSE,NA,NA
"@JetBlue Special thanks to Amber who assisted me today over the phone with my cancellation today. Very professional and helpful. #soJetBlue",FALSE,0,"JetBlue",2016-10-04 20:07:25,FALSE,NA,"783398137662537729","6449282","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_RoyalHandsome",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:05:09,FALSE,NA,"783397567996493824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","libraryseedbank",124,TRUE,FALSE,NA,NA
"@JetBlue Any advice on what to do for a flight leaving NY on Saturday for Orlando?",FALSE,0,"JetBlue",2016-10-04 20:03:56,FALSE,NA,"783397259358703616","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","junr13",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:03:27,FALSE,NA,"783397138269020161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SportsNut04",124,TRUE,FALSE,NA,NA
"@JetBlue if flights into Charleston will be canceled this weekend, when do you expect you'll know? Friday AM scheduled departure.",FALSE,0,"JetBlue",2016-10-04 20:02:45,FALSE,NA,"783396961663717376","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaylabowers90",0,FALSE,FALSE,NA,NA
"@BetteMidler @JetBlue @NYRP sounds like the start of a well know song",FALSE,0,"BetteMidler",2016-10-04 20:02:33,FALSE,"783391870101688320","783396913714434048","139823781","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","WelhamSteve",0,FALSE,FALSE,NA,NA
"@JetBlue thanks guys :-)",FALSE,0,"JetBlue",2016-10-04 20:02:06,FALSE,"783396711452512256","783396800673751041","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AiKirei",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:01:55,FALSE,NA,"783396755312214020",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JneWe",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:00:53,FALSE,NA,"783396491499040768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Curlysuechick19",124,TRUE,FALSE,NA,NA
"RT @autismspeaks: BIG thanks to @JetBlue for hosting our families this weekend at Newark Airport and giving them a test-run of the air trav…",FALSE,0,NA,2016-10-04 20:00:25,FALSE,NA,"783396374008201217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yloves1",24,TRUE,FALSE,NA,NA
"RT @AirfareSpot: #Washington to #Aguadilla, #PuertoRico for $163 R/T [@JetBlue] https://t.co/73hwyIvFs9",FALSE,0,NA,2016-10-04 20:00:09,FALSE,NA,"783396309357199360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","flawedfacade",3,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 20:00:05,FALSE,NA,"783396290403106816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","petresqr",124,TRUE,FALSE,NA,NA
"@JetBlue I'm departing Friday night from BWI to FLL are they still on time?",FALSE,0,"JetBlue",2016-10-04 19:59:41,FALSE,NA,"783396190452932608","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AiKirei",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:59:40,FALSE,NA,"783396185335824384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","delta2768",124,TRUE,FALSE,NA,NA
"@JetBlue Great flight to JFK from BUF today.  <ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00BB><U+00AB><ed><U+00A0><U+00BD><ed><U+00BB><U+00AC>",FALSE,0,"JetBlue",2016-10-04 19:59:04,FALSE,NA,"783396035037134849","6449282","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","THerkey",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:58:56,FALSE,NA,"783396003051401217",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maryolsen46107",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:58:24,FALSE,NA,"783395866606460928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","trouxofre",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:57:53,FALSE,NA,"783395739674218496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Capt17Bjk",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:57:08,FALSE,NA,"783395548250382336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ManyaZuba",124,TRUE,FALSE,NA,NA
"@minikiss @minirockerz @andyfickman @davestorrs @SpikeTVUK @SpikeLSB @TheRealDiceClay @KevinJames @JetBlue #AWESOME!!!! #Clowns",FALSE,0,"minikiss",2016-10-04 19:56:48,FALSE,"783387856790228993","783395467103203328","35639133","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","davidmoble",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:56:41,FALSE,NA,"783395436077969408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","debbie_force",124,TRUE,FALSE,NA,NA
"@BetteMidler @JetBlue @NYRP I will be flying them to come see you in Broadway next year!!!",FALSE,0,"BetteMidler",2016-10-04 19:55:46,FALSE,"783391870101688320","783395207333023744","139823781","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AmandaNicole047",0,FALSE,FALSE,NA,NA
"@BetteMidler @JetBlue @NYRP This is fab! Now, if only they'd keep their promises to passengers when they promise a refund ... Oh well. #NYC",FALSE,0,"BetteMidler",2016-10-04 19:55:07,FALSE,"783391870101688320","783395043281215488","139823781","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NaamaYehuda",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:54:47,FALSE,NA,"783394956979429377",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NewYorkRetweets",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:54:22,FALSE,NA,"783394852042076160",NA,"<a href=""https://twitter.com/goodairline"" rel=""nofollow"">Good Airline Bot</a>","goodairline",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:54:21,FALSE,NA,"783394850586632193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","timdenton60",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:53:47,FALSE,NA,"783394706948513792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NYCRobyn",124,TRUE,FALSE,NA,NA
"@BetteMidler @JetBlue @NYRP 
If I use jet blue will John Travolta be my pilot?",FALSE,0,"BetteMidler",2016-10-04 19:53:01,FALSE,"783391870101688320","783394514576613376","139823781","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MichaelBranson6",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:50:29,FALSE,NA,"783393878158159872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","velrt5478",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:50:08,FALSE,NA,"783393789037703169",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReginaClark64",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:50:03,FALSE,NA,"783393767898353664",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","dorothy_mcneill",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:49:29,FALSE,NA,"783393626042748929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","miranda_paredes",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:48:36,FALSE,NA,"783393401324638208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chadglasn",124,TRUE,FALSE,NA,NA
"@BetteMidler @DennisChristo4 @JetBlue @NYRP @RonFinleyHQ !",FALSE,0,"BetteMidler",2016-10-04 19:47:58,FALSE,"783391870101688320","783393243186757632","139823781","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","QMel",1,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:47:48,FALSE,NA,"783393200530530304",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Chatterbox_46",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:46:10,FALSE,NA,"783392790445232129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","macmeg523",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:45:44,FALSE,NA,"783392682878103552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarrieRDean",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:45:29,FALSE,NA,"783392617681870849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DennisChristo4",124,TRUE,FALSE,NA,NA
"@BetteMidler @JetBlue @NYRP It must have been cold there in their shadow",FALSE,0,"BetteMidler",2016-10-04 19:45:18,FALSE,"783391870101688320","783392573511569409","139823781","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Chris_Doucette",0,FALSE,FALSE,NA,NA
"@BetteMidler @JetBlue @NYRP @frrodjr",FALSE,0,"BetteMidler",2016-10-04 19:45:08,FALSE,"783391870101688320","783392531228819456","139823781","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","frrodjr",0,FALSE,FALSE,NA,NA
"@BetteMidler @JetBlue @NYRP Awsome Possum!",FALSE,0,"BetteMidler",2016-10-04 19:44:31,FALSE,"783391870101688320","783392373900386304","139823781","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Miasmo72",0,FALSE,FALSE,NA,NA
"RT @JetBlue: @BetteMidler Love you, Bette! Happy to be involved in such a great cause.",FALSE,0,NA,2016-10-04 19:44:24,FALSE,NA,"783392346327048192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saltrejo",3,TRUE,FALSE,NA,NA
"RT @JetBlue: @BetteMidler Love you, Bette! Happy to be involved in such a great cause.",FALSE,0,NA,2016-10-04 19:44:23,FALSE,NA,"783392341503672320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Raechef2",3,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:44:22,FALSE,NA,"783392336847831040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saltrejo",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:44:21,FALSE,NA,"783392333115064320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Raechef2",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:44:09,FALSE,NA,"783392281449472000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Miasmo72",124,TRUE,FALSE,NA,NA
"@BetteMidler @JetBlue @NYRP Good thing I'm flying @JetBlue to come up to NY for Hulaween!!",FALSE,1,"BetteMidler",2016-10-04 19:43:45,FALSE,"783391870101688320","783392183042867200","139823781","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChristyL17",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:43:30,FALSE,NA,"783392117645246464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mollyheaton",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:43:29,FALSE,NA,"783392112591134720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","s2ZloA75aC5ouJQ",124,TRUE,FALSE,NA,NA
"@BetteMidler @JetBlue @NYRP That's great!",FALSE,0,"BetteMidler",2016-10-04 19:43:09,FALSE,"783391870101688320","783392031980789760","139823781","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kcamp10344",0,FALSE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:42:58,FALSE,NA,"783391984018862080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fleurdelisazure",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:42:55,FALSE,NA,"783391974057504768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","youngblood360",124,TRUE,FALSE,NA,NA
"RT @BetteMidler: Did I ever tell you @JetBlue is our hero? Yes, they have given @NYRP thousands of $$ in support of parks and community gar…",FALSE,0,NA,2016-10-04 19:42:55,FALSE,NA,"783391972073627648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marcrobinsonbio",124,TRUE,FALSE,NA,NA
