"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","screenName","retweetCount","retweeted","c_hour","c_weekday","c_monthday","source","mobile_source"
"474","@JetBlue, sitting inside airplane for an hour already (DCA 2 FLL), are we going to departure today?",FALSE,0,"JetBlue",2016-09-29 01:57:13,FALSE,NA,"781311839141519360","6449282","JennyRW5",0,FALSE,20,3,28,"Twitter for Android",TRUE
"475","@JetBlue I also called the airline after it said it was delayed and the representative told me our flight was on time and taking off.. notok",FALSE,0,"JetBlue",2016-09-29 01:56:56,FALSE,"781311459401863168","781311767997714432","6449282","Chrisstynap",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"476","First time for everything: ban on all nuts in rows 1-7. I'm securely eating choc-almond bar in row 8. Shared air? @jetblue",FALSE,0,NA,2016-09-29 01:55:49,FALSE,NA,"781311486253608960",NA,"lindseyhartkep",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"477","@JetBlue update. I'm apparently sleeping on the runway, because the airport was shut down before we could take off.",FALSE,0,"Go_Gloria_Go",2016-09-29 01:49:48,FALSE,"781277262909960192","781309973963866112","316205949","Go_Gloria_Go",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"478","#jetblueBQN. This child with autism wants to be a pilot some day. @jlgeraghty @GiselleCortes_ @JetBlue https://t.co/Kfssk4Eboq",FALSE,0,NA,2016-09-29 01:49:19,FALSE,NA,"781309852681326592",NA,"JoseBQNPSE",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"479","@JetBlue why wasn't I informed about my delay when I checked in on my phone. Got to JFK and it was on the board. Update your systems",FALSE,0,"JetBlue",2016-09-29 01:48:48,FALSE,NA,"781309720921530368","6449282","Chrisstynap",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"480","#JetblueBQN making an  kid dream a reality of becoming a pilot for one day. @jlgeraghty @JetBlue https://t.co/7aITFZWDjZ",FALSE,0,NA,2016-09-29 01:41:04,FALSE,NA,"781307774114246656",NA,"JoseBQNPSE",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"481","@JetBlue Flight was supposed to leave 2hrs ago.. planes here, pilot's in FLL, the airport's Arctic and there's a line out the bathroom FML",FALSE,0,"JetBlue",2016-09-29 01:27:35,FALSE,NA,"781304382386233344","6449282","k_schmitt",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"482","@JetBlue sent you a Dm on the inconvenience ...I think you can do better .. I don't think I should have to suffer for lack of common sense",FALSE,0,"JetBlue",2016-09-29 01:23:56,FALSE,"781289632021540864","781303465855164416","6449282","thedash",1,TRUE,20,3,28,"Twitter for iPhone",TRUE
"483","@Bobe_Brando @JetBlue que duroooo!!!",FALSE,1,"Bobe_Brando",2016-09-29 01:19:03,FALSE,"781301917762875392","781302235640639488","249361474","DianaDianaliz",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"484","@Bobe_Brando @JetBlue xompro 15",FALSE,0,"Bobe_Brando",2016-09-29 01:13:16,FALSE,"781300681865105408","781300779516825600","249361474","DianaDianaliz",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"485","@Bobe_Brando @JetBlue que!!!!",FALSE,0,"Bobe_Brando",2016-09-29 01:13:06,FALSE,"781300681865105408","781300739243139072","249361474","DianaDianaliz",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"486","Nothing like a 2 hour delay @JetBlue....",FALSE,0,NA,2016-09-29 01:11:11,FALSE,NA,"781300254712983552",NA,"Chrisstynap",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"487","@bellegenerico @JetBlue they just wanna see me longer. They wanted to get rid of you",FALSE,0,"bellegenerico",2016-09-29 01:09:09,FALSE,"781299609268256768","781299743771070464","21635882","thedanbarry",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"488","@thedanbarry @JetBlue I'm a bigger celeb than you cuz Jet Blue never delayed on me. <ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",FALSE,1,"thedanbarry",2016-09-29 01:08:37,FALSE,"781299255940177920","781299609268256768","162151148","bellegenerico",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"489","@JetBlue no, after 2 hrs delayed they finally just gave us an update..",FALSE,0,"JetBlue",2016-09-29 01:08:16,FALSE,"781299211014959104","781299522639106048","6449282","k_schmitt",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"490","@thedanbarry @CZWFans @JetBlue Yeah boiiiii",FALSE,2,"thedanbarry",2016-09-29 01:06:57,FALSE,"781299085278085120","781299189326213120","162151148","bellegenerico",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"491","Travel would be so much more painful if there wasn't a kick butt airline like @JetBlue https://t.co/cScKd0T8mO",FALSE,1,NA,2016-09-29 01:05:52,FALSE,NA,"781298916432154624",NA,"mikethebootguy",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"492","@Bobe_Brando @JetBlue dnd???",FALSE,0,"Bobe_Brando",2016-09-29 01:03:18,FALSE,"781297891172319232","781298273277599744","249361474","DianaDianaliz",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"493","@JetBlue #delayed 4 hours.. Good communications rule #1: update your patrons about what the heck is going on..",FALSE,0,"JetBlue",2016-09-29 01:02:23,FALSE,NA,"781298041655615488","6449282","k_schmitt",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"494","@thedanbarry @JetBlue drink all of the whiskey",FALSE,3,"thedanbarry",2016-09-29 01:01:08,FALSE,"781297176265695232","781297726466166784","162151148","CZWFans",0,FALSE,20,3,28,"Twitter for iPhone",TRUE
"495","Dear @JetBlue. Normally love you guys. But you sent me a notification that my plane was delayed to 9:30 when it was delayed to 11:15. Ugh",FALSE,1,NA,2016-09-29 00:58:57,FALSE,NA,"781297176265695232",NA,"thedanbarry",0,FALSE,19,3,28,"Twitter for iPhone",TRUE
"496","Well done @JetBlue. *please note the massive sarcasm https://t.co/nqtpD1l2uu",FALSE,0,NA,2016-09-29 00:57:40,FALSE,NA,"781296854948515840",NA,"bpmoynihan",0,FALSE,19,3,28,"Twitter for iPhone",TRUE
"497","@JetBlue yes. That's the credit I was talking about",FALSE,0,"JetBlue",2016-09-29 00:55:19,FALSE,"777650641904734208","781296263912456192","6449282","Nancykean2",0,FALSE,19,3,28,"Twitter for iPhone",TRUE
"498","@JetBlue only way to fly https://t.co/7itjm4Jqq7",FALSE,0,"JetBlue",2016-09-29 00:39:35,FALSE,NA,"781292303742738432","6449282","joey_dante",0,FALSE,19,3,28,"Twitter for Android",TRUE
"499","Nothing better than the @JetBlue experience! Expect when Patrick at the gate ruins it. Good thing he's only the 1% NYC to PDX #Mosaic",FALSE,0,NA,2016-09-29 00:38:21,FALSE,NA,"781291994723254272",NA,"Mr_Grim_shaw",0,FALSE,19,3,28,"Twitter for iPhone",TRUE
"500","@HutchieGotJuice @Travelzoo @JetBlue doneeee",FALSE,0,"HutchieGotJuice",2016-09-29 00:34:32,FALSE,"781265686400147456","781291032889659392","106293256","kapalm05",0,FALSE,19,3,28,"Twitter for iPhone",TRUE
"501","Only a few hours left for @JetBlue's #FallFlashSale with airfare as low as $20 one-way. Sale ends at 11:59 ET.… https://t.co/RffMl5a6CW",FALSE,0,NA,2016-09-29 00:32:28,TRUE,NA,"781290513408331776",NA,"GoJetting",0,FALSE,19,3,28,"Twitter Web Client",FALSE
"502","Loooove that legroom @JetBlue Never change.",FALSE,3,NA,2016-09-29 00:31:17,FALSE,NA,"781290214698385408",NA,"leighalycen",0,FALSE,19,3,28,"Twitter for iPhone",TRUE
"503","Jet Blue makes large #biofuel purchase to help reduce airline greenhouse gas emissions. https://t.co/Rpdudpv9Wg @JetBlue",FALSE,0,NA,2016-09-29 00:30:53,FALSE,NA,"781290116052619264",NA,"NCST_Research",0,FALSE,19,3,28,"Hootsuite",FALSE
"504","i will NEVER fly @JetBlue ever again. most ill mannered employees ive ever dealt with.",FALSE,1,NA,2016-09-29 00:28:53,FALSE,NA,"781289611494559744",NA,"monna2complex",0,FALSE,19,3,28,"Twitter for iPhone",TRUE
"505","@BradFromHouston @Thephotodawg @UConnFootball @JetBlue https://t.co/M4OmcHtWdv",FALSE,0,"BradFromHouston",2016-09-29 00:22:50,FALSE,"781254720090349568","781288087741607936","60265113","_Phenomish",0,FALSE,19,3,28,"Twitter for iPhone",TRUE
"506","Yep. This. @jetblue #nycorbust https://t.co/rmGIAMkxJZ",FALSE,0,NA,2016-09-29 00:22:38,FALSE,NA,"781288037170810880",NA,"talesofscotts",0,FALSE,19,3,28,"Instagram",FALSE
"507","thank you @TheFlightDeal for the info on the $19-$40 one ways out of JFK !! &amp; thank you @JetBlue for offering it!",FALSE,1,NA,2016-09-29 00:20:50,FALSE,NA,"781287583573692416",NA,"YogaRacheal",2,TRUE,19,3,28,"Twitter for iPhone",TRUE
"508","Not really happy w/ @JetBlue #customerservice not even acting in best interest of the comp. #disappointed exp. Stickin w/ @VirginAmerica <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",FALSE,2,NA,2016-09-29 00:20:39,FALSE,NA,"781287537943773184",NA,"thedash",1,TRUE,19,3,28,"Twitter for iPhone",TRUE
"509","@SouthwestAir @JetBlue @Delta do you guys charge $200 plus ticket difference to change a flight like @AmericanAir does?",FALSE,0,"SouthwestAir",2016-09-29 00:20:14,FALSE,NA,"781287432025178112","7212562","theryanaward",0,FALSE,19,3,28,"Twitter for Android",TRUE
"510","Solving for book deserts starts with access https://t.co/1mOO7sFy4w @JetBlue #SoarWithReading travels to Fort Lauderdale @IcemaGibbs #CSR",FALSE,0,NA,2016-09-29 00:00:49,FALSE,NA,"781282548609605632",NA,"CSRwire",1,TRUE,19,3,28,"Hootsuite",FALSE
"511","@SherryK10 @JetBlue @Krisseliz_5 wepaaaaaaaa que disfruten",FALSE,0,"SherryK10",2016-09-28 23:54:51,FALSE,"781280936071659520","781281045182382080","78183654","PiccolaLeeuin",0,FALSE,18,3,28,"Twitter for Android",TRUE
"512","@SherryK10 @JetBlue para donde vas??? La Republica???",FALSE,0,"SherryK10",2016-09-28 23:53:49,FALSE,"781256871437037568","781280787421364224","78183654","PiccolaLeeuin",0,FALSE,18,3,28,"Twitter for Android",TRUE
"513","#MeetDig one unnamed Dig player eats when he's nervous... Thanks for the free snacks @JetBlue #15seed… https://t.co/cPGQdsdWhQ",FALSE,1,NA,2016-09-28 23:50:23,TRUE,NA,"781279922283159552",NA,"DigUltimate",0,FALSE,18,3,28,"TweetCaster for Android",TRUE
"514","@HamiltonMusical even when I travel, I take you with me @JetBlue https://t.co/KV0AbDQg2j",FALSE,0,"HamiltonMusical",2016-09-28 23:50:12,FALSE,NA,"781279877400002560","2863488598","rubatherese",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"515","Stocks Worth Mentioning Ratings-Wise Pandora Media Inc (NYSE:P), @JetBlue Airways Corporation (NASDAQ:JBLU) -",FALSE,0,NA,2016-09-28 23:49:05,FALSE,NA,"781279594443739136",NA,"JetBlueNews",0,FALSE,18,3,28,"JetBlue",FALSE
"516","@JetBlue your customer service knocks it out of the ball park",FALSE,0,"JetBlue",2016-09-28 23:48:16,FALSE,NA,"781279390986412032","6449282","LianaCash",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"517","@JetBlue what about Monday, Tuesday and Wednesday? <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>",FALSE,0,"JetBlue",2016-09-28 23:47:53,FALSE,"781160893002416128","781279294408519680","6449282","juanitaanita84",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"518","Going to SF for less than $6! Thanks @JetBlue <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",FALSE,9,NA,2016-09-28 23:46:04,FALSE,NA,"781278836067414016",NA,"nessarica",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"519","@JetBlue @Go_Gloria_Go weeeee hello  follow me Twitter",FALSE,0,"JetBlue",2016-09-28 23:44:44,FALSE,"781276753872482304","781278497893416960","6449282","FrancMolica",0,FALSE,18,3,28,"Twitter for Android",TRUE
"520","@JetBlue I'm totally sleeping here. <ed><U+00A0><U+00BD><ed><U+00B8><U+0094>",FALSE,0,"JetBlue",2016-09-28 23:39:49,FALSE,"781276753872482304","781277262909960192","6449282","Go_Gloria_Go",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"521","CRAZY HOT!! New York to Ponce, Puerto Rico for only $95 roundtrip with @JetBlue

https://t.co/D0BnUD0hIT https://t.co/UtyeLGQvVr",FALSE,10,NA,2016-09-28 23:37:55,FALSE,NA,"781276784289394688",NA,"SecretFlying",25,TRUE,18,3,28,"Twitter Web Client",FALSE
"522",".@JetBlue Flight 533 (N655JB) ""Blue 100"" arrives at @FlyTPA following flight from Bradley International Airport https://t.co/nYbxlfh9la",FALSE,0,NA,2016-09-28 23:36:44,FALSE,NA,"781276485441040384",NA,"DontenPhoto",0,FALSE,18,3,28,"TweetDeck",FALSE
"523",".@JetBlue hoping you cancel flight 1055 soon! We're 90 minutes delayed now, and the rain in DC is getting worse. Don't make me sleep here!",FALSE,0,NA,2016-09-28 23:36:36,FALSE,NA,"781276453879046144",NA,"Go_Gloria_Go",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"524","Shoutout to @JetBlue for some of the best customer service I have ever received. Rachael, you are the goddess of airline CS operators.",FALSE,0,NA,2016-09-28 23:31:40,FALSE,NA,"781275211811450880",NA,"SagerToothTiger",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"525","@JetBlue ah never mind. It was my mistake.",FALSE,0,"JetBlue",2016-09-28 23:31:04,FALSE,"781274630099202048","781275062284521472","6449282","NomadsAssistant",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"526","@JetBlue is this your new platform? It doesn't look as sleek or clean as it did yesterday/forever lol",FALSE,0,"JetBlue",2016-09-28 23:30:07,FALSE,"781274630099202048","781274820277395456","6449282","NomadsAssistant",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"527","@JetBlue your flight attendant Cody on flight 1117 on 9/27 - NY-TPA was so awesome !!! Reason I love flying with y'all ! Great People!",FALSE,0,"JetBlue",2016-09-28 23:27:49,FALSE,NA,"781274242503487488","6449282","spicyKimo",0,FALSE,18,3,28,"Mobile Web (M5)",TRUE
"528","@JetBlue still <U+2764><U+FE0F> JBU though",FALSE,0,"JetBlue",2016-09-28 23:26:27,FALSE,"781268716503896064","781273900462342144","6449282","jachades63",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"529","@JetBlue uhh I think something is wrong with your system. Same problem on mobile site too. https://t.co/pjpj5qOt2I",FALSE,0,"JetBlue",2016-09-28 23:26:00,FALSE,NA,"781273783487389696","6449282","NomadsAssistant",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"530","@JetBlue entire <U+2708><U+FE0F> no TV + spotty wifi. + longer than usual flt b/c weather (not your fault). The ramp delay upon landing was cherry on top",FALSE,0,"JetBlue",2016-09-28 23:24:40,FALSE,"781268716503896064","781273448114974720","6449282","jachades63",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"531","@JetBlue didn't know just how special it was that our flght attndent was so helpful til I flew another airline #youRock",FALSE,1,"JetBlue",2016-09-28 23:19:38,FALSE,NA,"781272184052289536","6449282","LindaQVilla",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"532","@JetBlue oh the flight attendant got me the last Terra Blue Chips. So I am significantly happier now. I'll DM you soon. Thanks guys",FALSE,0,"JetBlue",2016-09-28 23:17:57,FALSE,"781266632131969024","781271758045343744","6449282","LianaCash",0,FALSE,18,3,28,"Twitter Web Client",FALSE
"533","It's been awhile my friend @JetBlue FLL/PHL <U+2708><U+FE0F>",FALSE,0,NA,2016-09-28 23:16:23,FALSE,NA,"781271363650719744",NA,"FredDiesel",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"534","@JosephFenity @JetBlue @JetBlueCheeps THANKS!",FALSE,1,"JosephFenity",2016-09-28 23:09:56,FALSE,"781227016259407872","781269743638573056","90308449","WCAX_Darren",0,FALSE,18,3,28,"Twitter Web Client",FALSE
"535","@Nathan_James01 @JetBlue not to my knowledge.",FALSE,0,"Nathan_James01",2016-09-28 23:08:29,FALSE,"781265802100142080","781269376058134528","76993059","rachel_kj",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"536","Analysts Rating Stocks Review: @JetBlue Airways Corporation ... - Money News : https://t.co/nof12Qo0nT",FALSE,0,NA,2016-09-28 23:08:05,FALSE,NA,"781269275830910976",NA,"JetBlueNews",0,FALSE,18,3,28,"JetBlue",FALSE
"537","@JetBlue I fly u quite often. JBU1379 DCA-FLL has been vry disaptng TVs inop, loss of wifi thru flt, waiting on grnd FLL for 20 min <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0>",FALSE,0,"JetBlue",2016-09-28 23:04:24,FALSE,NA,"781268349938524160","6449282","jachades63",0,FALSE,18,3,28,"Twitter for iPhone",TRUE
"538","@aifosagency Thx @JetBlue safe flight #NewYork to #Miami #Networking could not happen tonight #BizConnect #RealEstate #Media @Shivanie_R :)",FALSE,2,"aifosagency",2016-09-28 22:59:04,FALSE,NA,"781267007564025856","878589925","Shivanie_R",0,FALSE,17,3,28,"Twitter Web Client",FALSE
"539","@JetBlue I am 3/3 on the free upgrades. Thanks! https://t.co/UBlF5qECuh",FALSE,1,"JetBlue",2016-09-28 22:58:14,FALSE,NA,"781266797223825408","6449282","KMPulito",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"540","Is @JetBlue dog friendly? I'm seeing so many dogs! &amp; its making me so happy yet very emotional.",FALSE,0,"Wateruh_",2016-09-28 22:58:07,FALSE,"781266479706730496","781266770447441920","2214970687","Wateruh_",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"541","@AmericanAir @TumbaSherman Don't do it, Tobias! Fly @SouthwestAir or @JetBlue !",FALSE,1,"AmericanAir",2016-09-28 22:56:16,FALSE,"781252830636015616","781266302602207232","22536055","jeremywance",0,FALSE,17,3,28,"Twitter Web Client",FALSE
"542","Why I fly @JetBlue: FlyFi and popcorners. It's that simple. #flyinhigh",FALSE,2,NA,2016-09-28 22:55:12,FALSE,NA,"781266034322014208",NA,"sarahjgaines",0,FALSE,17,3,28,"Twitter Web Client",FALSE
"543","@JetBlue I don't have the flight number. A family member is supposed to be flying in.",FALSE,0,"JetBlue",2016-09-28 22:55:09,FALSE,"781265501670572032","781266023806894080","6449282","Nathan_James01",0,FALSE,17,3,28,"Twitter Web Client",FALSE
"544","@JetBlue @kennyloggins YES!",FALSE,1,"JetBlue",2016-09-28 22:54:49,FALSE,"781250074311524352","781265938142400512","6449282","TedGoodz",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"545","@JetBlue @rachel_kj Has BGI been reopened yet??",FALSE,0,"JetBlue",2016-09-28 22:54:17,FALSE,"781147100453167104","781265802100142080","6449282","Nathan_James01",0,FALSE,17,3,28,"Twitter Web Client",FALSE
"546","I love my direct flights with @JetBlue but today my TV doesn't work on my flight. :/ see you soon Austin. https://t.co/sR6OQUfFXn",FALSE,0,NA,2016-09-28 22:54:06,FALSE,NA,"781265757510434816",NA,"LianaCash",0,FALSE,17,3,28,"Twitter Web Client",FALSE
"547","@JetBlue Please delay flight 933 MCO to SJU a bit. I'm coming from RIC with delayed landing.",FALSE,0,"JetBlue",2016-09-28 22:53:03,FALSE,NA,"781265491620950016","6449282","pedrohabano",0,FALSE,17,3,28,"Talon (Plus)",FALSE
"548","@JetBlue sent! Hope I did it correctly <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>",FALSE,0,"JetBlue",2016-09-28 22:52:24,FALSE,"781263290638995456","781265331880726528","6449282","PortblPancGrl",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"549","@JetBlue Have flights resumed for BGI on Barbados?",FALSE,0,"JetBlue",2016-09-28 22:52:20,FALSE,NA,"781265313098850304","6449282","Nathan_James01",0,FALSE,17,3,28,"Twitter Web Client",FALSE
"550","NYC Airfare Alert: @JetBlue just dropped the price of nonstop flights to Turks &amp; Caicos to $303 roundtrip… https://t.co/YRg0DbFNBk",FALSE,17,NA,2016-09-28 22:50:13,TRUE,NA,"781264781592363008",NA,"Travelzoo",3,TRUE,17,3,28,"Hootsuite",FALSE
"551","@JetBlue he's not back for another month - leaving tomorrow early morning",FALSE,0,"JetBlue",2016-09-28 22:44:36,FALSE,"781255120931721216","781263366048325632","6449282","MulanM1999",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"552","@JetBlue we were told $50 voucher is issued to everyone, but this doesn't give us back our anniversary &amp; my husband travels extensively",FALSE,0,"JetBlue",2016-09-28 22:44:18,FALSE,"781255120931721216","781263291838525440","6449282","MulanM1999",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"553","@JetBlue &amp; expensive dinner",FALSE,0,"JetBlue",2016-09-28 22:43:47,FALSE,"781255120931721216","781263162687516672","6449282","MulanM1999",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"554","@JetBlue looks like we are now taking off. Is there a way to be compensated? I missed my anniversary celebration to see a b'way show",FALSE,0,"JetBlue",2016-09-28 22:43:39,FALSE,"781255120931721216","781263127484792832","6449282","MulanM1999",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"555","Michelle from @JetBlue customer service rocks. Every customer service team should have many Michelle's &amp; the world would be a happier place!",FALSE,4,NA,2016-09-28 22:42:16,FALSE,NA,"781262779554463744",NA,"PortblPancGrl",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"556","@JetBlue gate agent just announced another further delay - want to keep pushing it back further?! https://t.co/BxYw6mlYaq",FALSE,0,"JetBlue",2016-09-28 22:38:08,FALSE,NA,"781261740843622400","6449282","bpmoynihan",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"557","At last, an easier way to fly to #Vieques and #Culebra. Sign me up! https://t.co/BiZ2fvF6HG @PRTourismCo #PuertoRico #Caribbean @JetBlue",FALSE,0,NA,2016-09-28 22:29:50,FALSE,NA,"781259650096308224",NA,"JetSetSarah",0,FALSE,17,3,28,"Twitter Web Client",FALSE
"558","Viendo las aves azules alzar vuelo #JetBlueSoFly #PuertoRico<ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> @jetblue https://t.co/dfOG9wMgHi",FALSE,0,NA,2016-09-28 22:26:04,FALSE,NA,"781258703047622656",NA,"FotoSanti",1,TRUE,17,3,28,"Instagram",FALSE
"559","@JetBlue more excuses. Since July 1 - 4 round trips and only 2 legs haven't been delayed leaving or arriving. ""Awesome.""",FALSE,0,"JetBlue",2016-09-28 22:12:42,FALSE,"781254249648943104","781255340264419328","6449282","bpmoynihan",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"560","@Thephotodawg @UConnFootball @JetBlue Its cute that you used your girlfriends' nickname as your mascot.",FALSE,4,"Thephotodawg",2016-09-28 22:10:14,FALSE,"781247004391317504","781254720090349568","215297804","BradFromHouston",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"561","@JetBlue #Flight225 delayed things happen as a medical professional I was in awe of the cabin staff response to the emergency JetBlue #1<U+2708><U+FE0F>",FALSE,0,"Micey502",2016-09-28 22:07:54,FALSE,"781249830836244480","781254132061483008","2623787207","Micey502",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"562","@JetBlue gate agent claimed weather in Bos. You said delay was due to inbound aircraft coming from elsewhere. The excuses aren't adding up",FALSE,0,"JetBlue",2016-09-28 22:05:01,FALSE,"781252914790694912","781253407298449408","6449282","bpmoynihan",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"563","Flying back from Vegas for $20 thank you @JetBlue flash sale",FALSE,13,NA,2016-09-28 22:01:56,FALSE,NA,"781252628684627968",NA,"TimWu453",0,FALSE,17,3,28,"Twitter Web Client",FALSE
"564","@JetBlue so which is it ... a problem in Bos (which the link shows) &amp; you claimed it wasn't just earlier?!",FALSE,0,"JetBlue",2016-09-28 22:01:34,FALSE,"781251322779664384","781252539178246144","6449282","bpmoynihan",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"565","with all these @JetBlue sales, you’d think they’d just do All You Can Jet again #AYCJ",FALSE,1,NA,2016-09-28 22:01:14,FALSE,NA,"781252454297894912",NA,"matthewfong",0,FALSE,17,3,28,"Twitter for Mac",FALSE
"566","@AmericanAir I've avoided your airline at all costs and love #Mosaic status with @JetBlue. I will never book your airline again. #trash",FALSE,0,"AmericanAir",2016-09-28 22:00:43,FALSE,"781250518857371648","781252323775488000","22536055","TumbaSherman",0,FALSE,17,3,28,"Twitter for iPhone",TRUE
"567","hmm... RT @AirfareSpot: #Washington to #Providenciales, #TurksAndCaicos for $255 R/T [@JetBlue] https://t.co/IaU1ABkG2g",FALSE,0,NA,2016-09-28 22:00:29,FALSE,NA,"781252264677765120",NA,"mminthecity",0,FALSE,17,3,28,"Tweetlogix",FALSE
"568","#Washington to #Providenciales, #TurksAndCaicos for $255 R/T [@JetBlue] https://t.co/Ni5tbHyAbM",FALSE,1,NA,2016-09-28 21:59:50,FALSE,NA,"781252100508553216",NA,"AirfareSpot",6,TRUE,16,3,28,"Airfare Spot",FALSE
"569","@jetblue help me, I'm poor. https://t.co/t09gvrHlP4",FALSE,0,"JetBlue",2016-09-28 21:54:47,FALSE,NA,"781250829412106240","6449282","socialscandal",0,FALSE,16,3,28,"Twitter for iPhone",TRUE
"570","@JetBlue #Flight 225 medical emergency mid flight diabetic hypoglycemia #awesome cabin crew they handled the crisis well#Andrew was great1/2",FALSE,0,"JetBlue",2016-09-28 21:50:49,FALSE,"780942612895268864","781249830836244480","6449282","Micey502",0,FALSE,16,3,28,"Twitter for iPhone",TRUE
"571","@JetBlue your gate agents just announced weather in Boston as the issue. Might want to get the story straight.",FALSE,0,"JetBlue",2016-09-28 21:48:23,FALSE,"781248991593893888","781249219134914560","6449282","bpmoynihan",0,FALSE,16,3,28,"TweetDeck",FALSE
"572","Watched Top Gun for the first time on Sunday. Also saw Danger Zone video for the first time. Thanks @JetBlue now I know who @kennyloggins is",FALSE,8,NA,2016-09-28 21:46:19,FALSE,NA,"781248699959836672",NA,"TedGoodz",0,FALSE,16,3,28,"Twitter for iPhone",TRUE
"573","Weather issues = delay. Sure, except there was no hurricane, thunder/lightning, or major weather issue in Boston @JetBlue.",FALSE,0,NA,2016-09-28 21:45:12,FALSE,NA,"781248419679629312",NA,"bpmoynihan",0,FALSE,16,3,28,"TweetDeck",FALSE
"574","@mattdeedub @JetBlue I fly on them tomorrow. Fingers crossed.",FALSE,1,"mattdeedub",2016-09-28 21:43:56,FALSE,"778395941846020096","781248099750703104","116046650","JelloBelle",0,FALSE,16,3,28,"Twitter Web Client",FALSE
"575","@JetBlue when ur fellow passenger is soaked in sweat but thankfully does not come with self-fragrance. #smallfavors",FALSE,0,"JetBlue",2016-09-28 21:43:34,FALSE,NA,"781248008214155264","6449282","kmt331",0,FALSE,16,3,28,"Twitter for Android",TRUE
"576","Reduce testing, hardware and maintenance costs by up to 60% @JetBlue @HPE_ALM https://t.co/vwMU6GYud6",FALSE,2,NA,2016-09-28 21:43:04,FALSE,NA,"781247879646027776",NA,"GenefaMurphy",0,FALSE,16,3,28,"Twitter for iPhone",TRUE
"577","First touchdown in Houston for @UConnFootball flight attendant instructs @JetBlue #Huskyairlines #UConnNation https://t.co/egxC6Ws6JG",FALSE,18,NA,2016-09-28 21:39:35,FALSE,NA,"781247004391317504",NA,"Thephotodawg",1,TRUE,16,3,28,"Twitter for iPhone",TRUE
